year	1996
imdb score	8.2
meta score	83
genre	Crime
genre	Drama
keyword	drugs
keyword	heroin
keyword	mother son relationship
keyword	drug overdose
keyword	covered in feces
keyword	fake gun
keyword	drug addict
keyword	tragedy
keyword	baby
keyword	black humor
keyword	drug dealing
keyword	head butt
keyword	throat slitting
keyword	syringe
keyword	hotel
keyword	subjective camera
keyword	robbery
keyword	dark humor
keyword	underwater scene
keyword	film with ambiguous title
keyword	blood
keyword	drug rehabilitation
keyword	female nudity
keyword	title at the end
keyword	park
keyword	kicked in the face
keyword	goal
keyword	drug withdrawal
keyword	locked in a room
keyword	head twisted backwards
keyword	time lapse photography
keyword	injection
keyword	filthy toilet
keyword	soccer
keyword	marijuana
keyword	underage sex
keyword	bar brawl
keyword	beaten with a pool cue
keyword	abbey road album cover recreation
keyword	subtitled scene
keyword	suppository
keyword	male frontal nudity
keyword	comic relief
keyword	cold turkey
keyword	voice over narration
keyword	real estate agent
keyword	pool table
keyword	railway station
keyword	bag of money
keyword	psychopath
keyword	father son relationship
keyword	cut hand
keyword	marijuana joint
keyword	fugitive
keyword	blowing smoke in someone's face
keyword	female frontal nudity
keyword	surrealism
keyword	reference to montgomery clift
keyword	sexual humor
keyword	male nudity
keyword	london england
keyword	edinburgh scotland
keyword	condom
keyword	kitten
keyword	reference to sean connery
keyword	reference to the beatles
keyword	freeze frame
keyword	kicked in the crotch
keyword	dead baby
keyword	reference to james bond
keyword	reference to elvis presley
keyword	hallucination
keyword	hiding in a closet
keyword	no opening credits
keyword	nightclub
keyword	child neglect
keyword	death of infant
keyword	stepping in shit
keyword	videotape
keyword	female rear nudity
keyword	heroin addiction
keyword	bb gun
keyword	gay kiss
keyword	valium
keyword	reference to iggy pop
keyword	revenge
keyword	sex scene
keyword	cigarette smoking
keyword	late night
keyword	scottish accent
keyword	cult film
keyword	sex with a minor
keyword	violence
keyword	temper
keyword	foot chase
keyword	pub
keyword	nonlinear timeline
keyword	junkie
keyword	nightmare
keyword	defecation
keyword	soccer fan
keyword	one word title
keyword	betrayal
keyword	friendship
keyword	job interview
keyword	death of daughter
keyword	woman on top
keyword	irvine welsh
keyword	bathroom
keyword	reference to david bowie
keyword	drug addiction
keyword	reference to lou reed
keyword	human excrement
keyword	terminal illness
keyword	character repeating someone else's dialogue
keyword	knife
keyword	funeral
keyword	amphetamine
keyword	vcr
keyword	rhyming slang
keyword	punched in the face
keyword	sean connery imitation
keyword	letter
keyword	subculture
keyword	hospital
keyword	schoolgirl uniform
keyword	reference to paul newman
keyword	fantasy sequence
keyword	transvestite
keyword	thick accent
keyword	boyfriend girlfriend relationship
keyword	vegetarian
keyword	telling story
keyword	nudity
keyword	new wave music
keyword	death of child
keyword	death of friend
keyword	independent film
keyword	based on novel
keyword	
cast	Ewan McGregor	Renton
cast	Ewen Bremner	Spud
cast	Jonny Lee Miller	Sick Boy
cast	Kevin McKidd	Tommy
cast	Robert Carlyle	Begbie
cast	Kelly Macdonald	Diane
cast	Peter Mullan	Swanney
cast	James Cosmo	Mr. Renton
cast	Eileen Nicholas	Mrs. Renton
cast	Susan Vidler	Allison
cast	Pauline Lynch	Lizzy
cast	Shirley Henderson	Gail
cast	Stuart McQuarrie	Gavin / US Tourist
cast	Irvine Welsh	Mikey Forrester
cast	Dale Winton	Game Show Host
cast	Keith Allen	Dealer
cast	Kevin Allen	Andreas
cast	Annie Louise Ross	Gail's Mother
cast	Billy Riddoch	Gail's Father
cast	Fiona Bell	Diane's Mother
cast	Vincent Friell	Diane's Father
cast	Hugh Ross	Man
cast	Victor Eadie	Man
cast	Kate Donnelly	Woman
cast	Finlay Welsh	Sheriff
cast	Eddie Nestor	Estate Agent
cast	Tom Delmar	Pub Heavy
cast	Rachael Fleming	Renton's Nurse
cast	John Hodge	Store Security Officer
cast	Andrew Macdonald	Flat Buyer
cast	Archie MacPherson	Sports Commentator
