year	1998
imdb score	7.2
meta score	75
genre	Crime
genre	Drama
keyword	casino
keyword	croupier
keyword	gambler
keyword	writer
keyword	novel
keyword	south africa
keyword	creditor
keyword	money
keyword	author
keyword	robbery
keyword	roulette
keyword	book
keyword	gambling
keyword	subway
keyword	gemini
keyword	theft
keyword	mini cooper
keyword	key
keyword	store detective
keyword	gambling addiction
keyword	father son relationship
keyword	female frontal nudity
keyword	escalator
keyword	selling car
keyword	norwich england
keyword	black eye
keyword	train
keyword	drug use
keyword	hotel
keyword	hospital
keyword	voice over narration
keyword	slot machine
keyword	computer
keyword	terrorist
keyword	loser
keyword	tension
keyword	nightclub
keyword	nightgown
keyword	policewoman
keyword	kicking
keyword	dream
keyword	fedora
keyword	drink
keyword	fired from the job
keyword	love
keyword	sex in toilet
keyword	liar
keyword	fistfight
keyword	pillow
keyword	gambling chip
keyword	united kingdom
keyword	card playing
keyword	female nudity
keyword	london england
keyword	parking garage
keyword	thief
keyword	serial number
keyword	greek restaurant
keyword	card shark
keyword	lamp post
keyword	vodka
keyword	drinking
keyword	reference to ernest hemingway
keyword	addiction
keyword	blackjack
keyword	barber
keyword	escape artist
keyword	toilet
keyword	arms dealer
keyword	telephone call
keyword	hit and run
keyword	lottery
keyword	sewing
keyword	hope
keyword	conjurer
keyword	waitress
keyword	tuxedo
keyword	surveillance camera
keyword	stealing
keyword	slow motion scene
keyword	coughing
keyword	revenge
keyword	shaking
keyword	hate
keyword	neo noir
keyword	murder
keyword	astrology
keyword	blindfold
keyword	mobile phone
keyword	fight
keyword	tennis
keyword	topless female nudity
keyword	betrayal
keyword	sick leave
keyword	cheating
keyword	bartender
keyword	publisher
keyword	violence
keyword	inspector
keyword	writing
keyword	christmas
keyword	beating
keyword	complicity
keyword	manicure
keyword	death
keyword	sex
keyword	writer's block
keyword	mother son relationship
keyword	bar
keyword	bra
keyword	testicles
keyword	lie
keyword	superstition
keyword	ressentiment
keyword	england
keyword	cigarette smoking
keyword	bare breasts
keyword	men's bathroom
keyword	murder of girlfriend
keyword	undertaker
keyword	soccer
keyword	hand injury
keyword	bruise
keyword	broken dish
keyword	card dealer
keyword	death of girlfriend
keyword	shaving
keyword	auto dealer
keyword	husband wife relationship
keyword	detective
keyword	pajamas
keyword	nudity
keyword	drug test
keyword	boyfriend girlfriend relationship
keyword	independent film
keyword	surprise ending
cast	Clive Owen	Jack Manfred
cast	Nick Reding	Giles Cremorne
cast	Nicholas Ball	Jack Snr.
cast	Alexander Morton	David Reynolds
cast	Barnaby Kay	Car Dealer
cast	Gina McKee	Marion Nell
cast	John Radcliffe	Barber
cast	Sheila Whitfield	Manicurist
cast	David Hamilton	Casino Supervisor
cast	Carol Davis	Table Supervisor
cast	Eddie Osei	West Indian Punter
cast	Doremy Vernon	Woman I
cast	Claudine Carter	Woman II
cast	Ursula Alberts	Madame Claude
cast	Neville Phillips	White Haired Man
cast	Paul Reynolds	Matt
cast	Kate Hardie	Bella
cast	Ozzie Yue	Mr. Tchai
cast	Joanna E. Drummond	Agnes
cast	Manfred Heiden	Mr. Tchai's Bodyguard
cast	Alex Kingston	Jani de Villiers
cast	Ciro de Chiara	Cheat
cast	Rhona Mitra	Girl with Joint
cast	John Baker	Couple in Toilet
cast	Vida Garman	Couple in Toilet
cast	George Khan	Coughing Man
cast	Christine Niemöller	Pat
cast	Claudia Barth	Waitress
cast	Tom Mannion	Ross
cast	Arnold Zarom	Habib the Terrorist
cast	James Clyde	Gordon
cast	Emma Lewis	Fiona
cast	Kate Fenwick	Chloe
cast	Rosemarie Dunham	Jewish Woman
cast	Magnus Hastings	Gigolo
cast	John Surman	Loser
cast	Mark Long	Gangster I
cast	Michail Golzarandi	Gangster II
cast	Karlheinz Ciba	Accusing Punter
cast	Sven Morche	Policeman
cast	Loretta Parnell	Lucy
cast	Simon Fisher-Turner	Ironic Punter
cast	Mary Coy	Croupier
cast	David Gant	Croupier
cast	Norbert Kleine	Croupier
cast	Lynsey Pinsent	Croupier
cast	Ulrich Vogel	Croupier
cast	Elke Wartmann	Croupier
