year	1997
imdb score	7.5
meta score	60
genre	Drama
genre	Mystery
genre	Thriller
keyword	lawyer
keyword	law
keyword	law firm
keyword	florida
keyword	vanity
keyword	money
keyword	devil
keyword	attorney
keyword	religion
keyword	the devil
keyword	apartment
keyword	lucifer
keyword	new york city
keyword	sin
keyword	public nudity
keyword	bare breasts
keyword	cleavage
keyword	christianity
keyword	blasphemy
keyword	morphing
keyword	voyeurism
keyword	father son relationship
keyword	1990s
keyword	lust
keyword	ambition
keyword	bar
keyword	slow motion scene
keyword	temptation
keyword	lawsuit
keyword	hallucination
keyword	villain played by lead actor
keyword	legal trial
keyword	manhattan new york city
keyword	antichrist
keyword	throat slitting
keyword	nudity
keyword	reference to satan
keyword	rape victim
keyword	party
keyword	rape
keyword	pubic hair
keyword	child molester
keyword	obsession
keyword	suicide
keyword	chinatown manhattan new york city
keyword	loss of wife
keyword	mental breakdown
keyword	courtroom
keyword	voodoo
keyword	intrigue
keyword	insanity
keyword	coitus
keyword	subculture
keyword	female nudity
keyword	ambiguous ending
keyword	camel toe
keyword	murder of family
keyword	beaten to death
keyword	marriage
keyword	female removes her dress
keyword	implied incest
keyword	cult film
keyword	nude girl
keyword	no panties
keyword	deal with the devil
keyword	panties
keyword	single mother
keyword	perjury
keyword	dog
keyword	sex reference
keyword	occult
keyword	husband wife relationship
keyword	satire
keyword	personification of satan
keyword	photograph
keyword	bloody body of a child
keyword	boxing
keyword	female rear nudity
keyword	church
keyword	kosher
keyword	supernatural power
keyword	girl in panties
keyword	bilocation
keyword	seduction
keyword	corruption
keyword	tycoon
keyword	mythology
keyword	panties pulled down
keyword	sexual desire
keyword	balcony
keyword	black panties
keyword	art
keyword	holy water
keyword	white panties
keyword	power
keyword	gunshot wound
keyword	incest
keyword	southern u.s.
keyword	jewish
keyword	korean
keyword	teacher student relationship
keyword	topless female nudity
keyword	oral sex
keyword	gainesville florida
keyword	satanism
keyword	murder
keyword	marital problem
keyword	breasts
keyword	ethics
keyword	female frontal nudity
keyword	troubled marriage
keyword	catholic
keyword	female removes her clothes
keyword	bathroom
keyword	virtuality
keyword	nude
keyword	black magic
keyword	goat
keyword	voyeur
keyword	rapid decomposition
keyword	it was all a dream
keyword	demon rape
keyword	scantily clad female
keyword	time lapse photography
keyword	leg spreading
keyword	sexual pleasure
keyword	female full frontal nudity
keyword	seven deadly sins
keyword	christian horror
keyword	dead dog
keyword	judge
keyword	police
keyword	demon
keyword	mother son relationship
keyword	bible
keyword	copulation
keyword	bare butt
keyword	shot in the head
keyword	breaking the fourth wall
keyword	male nudity
keyword	female pubic hair
keyword	gun
keyword	brooklyn bridge
keyword	trial
keyword	sexual attraction
keyword	arrest
keyword	sex in bed
keyword	sexuality
keyword	subway
keyword	based on novel
keyword	surprise ending
keyword	
cast	Keanu Reeves	Kevin Lomax
cast	Al Pacino	John Milton
cast	Charlize Theron	Mary Ann Lomax
cast	Jeffrey Jones	Eddie Barzoon
cast	Judith Ivey	Mrs. Alice Lomax
