year	2011
imdb score	7.2
meta score	79
genre	Drama
keyword	identity
keyword	teenager
keyword	african american
keyword	alternative lifestyle
keyword	lesbian drama
keyword	17 year old
keyword	high school
keyword	homophobia
keyword	lesbian teen
keyword	girl girl relationship
keyword	lesbophobia
keyword	dyke
keyword	one word title
keyword	teenage sexuality
keyword	african american lesbian
keyword	abusive mother
keyword	butch femme couple
keyword	tears
keyword	strict mother
keyword	new york
keyword	lesbian slur
keyword	black lesbian
keyword	f word
keyword	coming of age
keyword	lesbian lead character
keyword	coming out
keyword	beating
keyword	pariah
keyword	lesbians dancing
keyword	live music
keyword	teenage girl
keyword	homosexuality
keyword	strap on dildo
keyword	lesbian relationship
keyword	rejection
keyword	church
keyword	brooklyn new york city
keyword	lesbianism
keyword	mother daughter relationship
keyword	disappointment
keyword	lesbian
keyword	new york city
keyword	sapphism
keyword	
cast	Adepero Oduye	Alike
cast	Pernell Walker	Laura
cast	Aasha Davis	Bina
cast	Charles Parnell	Arthur
cast	Sahra Mellesse	Sharonda
cast	Kim Wayans	Audrey
cast	Shamika Cotton	Candace
cast	Raymond Anthony Thomas	Mack
cast	Afton Williamson	Mika
cast	Zabryna Guevara	Mrs. Alvarado
cast	Kim Sykes	Mrs. Singletary
cast	Rob Morgan	Sock
cast	Nina Daniels	Gina
cast	Jeremie Harris	Bina's Boyfriend
cast	Chanté Lewis	Fast Girl #1
cast	Olithea Anglin	Fast Girl #2
cast	Joey Auzenne	Math Teacher
cast	Jason Dyer	Cute Boy
cast	Loren Lillian	Laura's Girl
cast	Kymbali Craig	Pier Girl #1
cast	Alaina Dunn	Pier Girl #2
cast	Andrea Smith	Pier Girl #3
cast	Ozzie Stewart	Laura's Mother
cast	Natalie Carter	Rowdy Co-Worker #1
cast	Donei Hall	Rowdy Co-Worker #2
cast	Tamar-Kali	Herself
cast	Thom Loubet	Guitarist
cast	Jerome Jordan	Guitarist
cast	Mark Robohm	Drummer
cast	Jeremiah Hosea	Bass
cast	Maine Anders	Go-Go Dancer
cast	Makeda Alexander	Background Actor
cast	Stephanie Andujar	Pier Girl
cast	Tinia Avery	Background Actor
cast	John Beckles	Background Actor
cast	John Benton	Background Actor
cast	Craig A. Bethel	Background Actor
cast	Paula Birch	Background Actor
cast	C. Brooks	Background Actor
cast	Avia Brown	Background Actor
cast	Christian Brown	Background Actor
cast	Ebony Byas	Background Actor
cast	Demetrius Carey	Background Actor
cast	Reina Cedeño	Background Actor
cast	Kerry-Ann Chin	Background Actor
cast	Tia Cionne	Background Actor
cast	Theodore Coleman	Background Actor
cast	Charlie Colon	Background Actor
cast	Joseph Cook	Background Actor
cast	Jaz Gibbs	Background Actor
cast	Brendan Creagh	Background Actor
cast	Ashley Creary	Background Actor
cast	Alexis Davis	Background Actor
cast	David Davis	Background Actor
