year	1990
imdb score	7.1
meta score	67
genre	Action
genre	Thriller
keyword	airport
keyword	airplane
keyword	plane
keyword	fuel
keyword	restraining order
keyword	police
keyword	colonel
keyword	church
keyword	police officer
keyword	christmas
keyword	drug lord
keyword	sabotage
keyword	weapon
keyword	hero
keyword	fingerprint
keyword	reporter
keyword	swat team
keyword	shot in the head
keyword	f word
keyword	wisecrack humor
keyword	beretta
keyword	killed by a propeller
keyword	bullet ballet
keyword	murder by gunshot
keyword	blood splatter
keyword	gun duel
keyword	cult film
keyword	blizzard
keyword	outrunning explosion
keyword	imperative in title
keyword	ex soldier
keyword	555 phone number
keyword	fictional country
keyword	1990s
keyword	shot in the forehead
keyword	walkie talkie
keyword	janitor
keyword	gore
keyword	finger bitten off
keyword	thrown through a window
keyword	famous line
keyword	one day
keyword	quick draw
keyword	throat slitting
keyword	ejector seat
keyword	accident
keyword	wrestling
keyword	police officer shot
keyword	death
keyword	air traffic control
keyword	shootout
keyword	police officer killed
keyword	one night
keyword	die hard scenario
keyword	soldier strangulated
keyword	soldier killed
keyword	helicopter
keyword	poetic justice
keyword	no opening credits
keyword	beating
keyword	airplane runway
keyword	parachute
keyword	strangulation
keyword	terrorism
keyword	violence
keyword	falling from height
keyword	machine gun
keyword	airplane accident
keyword	airplane crash
keyword	baggage
keyword	parking ticket
keyword	gunfight
keyword	gun
keyword	police officer shot in the head
keyword	murder of a child
keyword	semiautomatic pistol
keyword	sucked into jet engine
keyword	c4 explosives
keyword	m 16
keyword	evil man
keyword	stun gun
keyword	deposed dictator
keyword	based on multiple works
keyword	conveyor belt
keyword	action hero
keyword	traitor
keyword	kung fu
keyword	snowmobile
keyword	knife
keyword	murder
keyword	blockbuster
keyword	kicked in the face
keyword	fax machine
keyword	aviation
keyword	gun fu
keyword	police officer shot in the chest
keyword	trespass
keyword	sequel
keyword	violence
keyword	swiss watch
keyword	snow
keyword	crushed to death
keyword	kiss
keyword	blood
keyword	kicked in the crotch
keyword	shot to death
keyword	mercenary
keyword	glock
keyword	one man army
keyword	tragedy
keyword	showdown
keyword	numbered sequel
keyword	silencer
keyword	ambush
keyword	dictator
keyword	bad breath
keyword	treason
