year	1976
imdb score	8.4
meta score	93
genre	Crime
genre	Drama
keyword	taxi
keyword	new york city
keyword	prostitute
keyword	taxi driver
keyword	pimp
keyword	insomnia
keyword	loner
keyword	pornography
keyword	gun
keyword	vietnam vet
keyword	loneliness
keyword	date
keyword	alienation
keyword	gunman
keyword	night shift
keyword	sleep disorder
keyword	junk food
keyword	gun holster
keyword	two word title
keyword	army jacket
keyword	contemporary setting
keyword	armed robbery
keyword	peach brandy
keyword	hustler
keyword	reference to kris kristofferson
keyword	child prostitution
keyword	dating
keyword	bullet
keyword	suicide mission
keyword	character study
keyword	times square manhattan new york city
keyword	firearm pointed at the camera
keyword	man with glasses
keyword	anger
keyword	money
keyword	racism
keyword	head shaving
keyword	robbery
keyword	reference to errol flynn
keyword	mass murder
keyword	paratrooper wings
keyword	reference to gene krupa
keyword	shot to death
keyword	extramarital affair
keyword	mirror
keyword	film projector
keyword	misanthrope
keyword	movie theatre
keyword	rejection
keyword	police officer
keyword	writing
keyword	gore
keyword	1970s
keyword	hooker
keyword	teenage girl
keyword	hustling
keyword	watching tv
keyword	presidential candidate
keyword	underage sex
keyword	slum
keyword	public speaker
keyword	vietnam veteran
keyword	gun dealer
keyword	urban decay
keyword	hold up
keyword	politician
keyword	rescue
keyword	seduction
keyword	talking to self in mirror
keyword	anti hero
keyword	finger gun
keyword	obsession
keyword	objectified woman
keyword	political candidate
keyword	pistol
keyword	famous score
keyword	pie
keyword	forgiveness
keyword	racial slur
keyword	shootout
keyword	lolita
keyword	driver's license
keyword	job interview
keyword	newspaper clippings
keyword	very little dialogue
keyword	police
keyword	paladin
keyword	illegally parked car
keyword	driven over the edge
keyword	villain played by lead actor
keyword	shot in the neck
keyword	stabbed in the hand
keyword	punch clock
keyword	stalking
keyword	political campaign
keyword	psychopath
keyword	paranoia
keyword	revolver
keyword	talking while driving
keyword	war veteran
keyword	knife
keyword	manhattan new york city
keyword	record player
keyword	payphone
keyword	loudspeaker
keyword	diner
keyword	gunshot wound
keyword	vigilante
keyword	interracial sex
keyword	reflection in car mirror
keyword	hit with a club
keyword	teenager
keyword	scream
keyword	get into shape
keyword	looking at self in mirror
keyword	damsel in distress
keyword	prostitution
keyword	disintegration
keyword	headache
keyword	shot in the face
keyword	mental illness
keyword	sexual repression
keyword	staircase
keyword	insanity
keyword	soap opera
keyword	police car
keyword	magnum44
keyword	letter
keyword	journal
keyword	typewriter
keyword	drummer
keyword	shooting gallery
keyword	blood
keyword	passenger
keyword	intolerance
keyword	post traumatic stress
keyword	pain
keyword	record album
keyword	blood spatter
keyword	campaigning
keyword	vigilantism
keyword	mohawk haircut
keyword	flirtation
keyword	death
keyword	trench knife
keyword	target shooting
keyword	theatre audience
keyword	siren
keyword	sociopath
keyword	shot in the hand
keyword	neo noir
keyword	psychotic
keyword	controversy
keyword	bludgeoning
keyword	swearing in front of children
keyword	shot in the arm
keyword	self hatred
keyword	drug dealer
keyword	pills
keyword	suicide attempt
keyword	watching a porno movie
keyword	shot at the camera
keyword	rant
keyword	illegal trade
keyword	figment of imagination
keyword	depression
keyword	reference to bertrand russell
keyword	massacre
keyword	open hydrant
keyword	city life
keyword	diary
keyword	anti villain
keyword	delusion
keyword	warrior
keyword	secret service
keyword	magnum handgun
keyword	sleeve gun
keyword	dancing
keyword	melancholy
keyword	chill
keyword	reference to catcher in the rye
keyword	candle
keyword	black market
keyword	revenge
keyword	cult film
keyword	violence
keyword	coffee
keyword	existentialism
keyword	slow motion scene
keyword	director cameo
keyword	hopelessness
keyword	assassination attempt
keyword	scantily clad female
keyword	shooting
keyword	attempted theft
keyword	n word
keyword	porno theatre
keyword	murder
keyword	rampage
keyword	sunglasses
keyword	mafia
keyword	phonograph record
keyword	gay slur
keyword	assassin
keyword	soda
keyword	voice over narration
keyword	politics
keyword	carnage
keyword	you talkin to me?
keyword	soap opera in plot
keyword	cafe
keyword	assassination
keyword	dispatcher
keyword	night life
keyword	teenage actress playing preteenage girl
keyword	marine
keyword	microphone
keyword	brothel
keyword	shot in the head
keyword	hate
keyword	coma
keyword	cleavage
keyword	hero
keyword	title spoken by character
cast	Diahnne Abbott	Concession Girl
cast	Frank Adu	Angry Black Man
cast	Victor Argo	Melio
cast	Gino Ardito	Policeman at Rally
cast	Garth Avery	Iris' Friend
cast	Peter Boyle	Wizard
cast	Albert Brooks	Tom
cast	Harry Cohn	Cabbie in Bellmore
cast	Copper Cunningham	Hooker in Cab
cast	Robert De Niro	Travis Bickle
cast	Brenda Dickson	Soap Opera Woman
cast	Harry Fischler	Dispatcher
cast	Jodie Foster	Iris
cast	Nat Grant	Stick-Up Man
cast	Leonard Harris	Charles Palantine
cast	Richard Higgs	Tall Secret Service Man
cast	Beau Kayser	Soap Opera Man
cast	Harvey Keitel	Sport
cast	Victor Magnotta	Secret Service Photographer
cast	Bob Maroff	Mafioso
cast	Norman Matlock	Charlie T
cast	Bill Minkin	Tom's Assistant
cast	Murray Moston	Iris' Timekeeper
cast	Harry Northup	Doughboy
cast	Gene Palma	Street Drummer
cast	Harlan Cary Poe	Campaign Worker
cast	Steven Prince	Andy - Gun Salesman
cast	Peter Savage	The John
cast	Martin Scorsese	Passenger Watching Silhouette
cast	Cybill Shepherd	Betsy
cast	Nicholas Shields	Palantine's Aide
cast	Ralph S. Singleton	T.V. Interviewer
cast	Joe Spinell	Personnel Officer
cast	Maria Turner	Angry Hooker on Street
cast	Robin Utt	Campaign Worker
cast	Tommy Ardolino	Boy on Sidewalk
cast	Joseph Bergmann	Movie House Patron
cast	William Donovan	Police Officer
cast	Jean Elliott	Clerk at Sam Goody Store
cast	Annie Gagen	Campaign Worker
cast	Trent Gough	Political Rally Attendee
cast	Mary-Pat Green	Campaign Aide
cast	James Mapes	CIA Agent
cast	Debbi Morgan	Girl at Columbus Circle
cast	Billie Perkins	Friend of Iris
