year	1995
imdb score	8.2
meta score	73
genre	Biography
genre	Crime
genre	Drama
keyword	casino
keyword	boyhood friend
keyword	mafia
keyword	gambling
keyword	greed
keyword	murder
keyword	1970s
keyword	boss
keyword	surveillance
keyword	drunkenness
keyword	safe deposit box
keyword	fired from the job
keyword	f word
keyword	telephone
keyword	ballpoint pen
keyword	loss of job
keyword	garter
keyword	courtroom
keyword	year 1980
keyword	gambling syndicate
keyword	police
keyword	reference to the elephant man
keyword	office
keyword	cowboy hat
keyword	money laundering
keyword	tracking shot
keyword	kansas city missouri
keyword	revenge
keyword	crying man
keyword	abusive mother
keyword	follow shot
keyword	cheating wife
keyword	dual narration
keyword	baseball bat
keyword	pain
keyword	drug overdose
keyword	exploding car
keyword	card cheat
keyword	corpse
keyword	betrayal
keyword	rise and fall
keyword	lap dissolve
keyword	crime epic
keyword	sadist
keyword	card playing
keyword	chain smoking
keyword	cornfield
keyword	bitch
keyword	bathrobe
keyword	iris out
keyword	italian food
keyword	one word title
keyword	intoxication
keyword	alcohol abuse
keyword	dead body in car trunk
keyword	husband wife relationship
keyword	lifting someone into the air
keyword	marriage crisis
keyword	multiple narrators
keyword	reference to ozzie and harriet
keyword	killing
keyword	crooked gambling
keyword	rough
keyword	slow motion scene
keyword	shot in the head
keyword	stabbed in the throat
keyword	hierarchy
keyword	witness elimination
keyword	killer
keyword	torturer
keyword	crushed hand
keyword	desert
keyword	schoolboy
keyword	vise
keyword	observation
keyword	cash
keyword	title appears in writing
keyword	sex scandal
keyword	hit with a telephone
keyword	crushed head
keyword	blood spatter
keyword	blood
keyword	old man
keyword	ultra slow motion
keyword	adultery
keyword	silencer
keyword	stooge
keyword	car bomb
keyword	cigarette smoking
keyword	stabbed in the neck
keyword	shot to death
keyword	slot machine
keyword	food store
keyword	snorting cocaine
keyword	sunglasses
keyword	jewels
keyword	traveling shot
keyword	year 1973
keyword	bus stop
keyword	dolly shot
keyword	compulsive gambler
keyword	anti semitic slur
keyword	torture
keyword	bird's eye shot
keyword	safe deposit box key
keyword	key
keyword	person on fire
keyword	chicago illinois
keyword	pimp
keyword	psychopath
keyword	femme fatale
keyword	threat
keyword	chip
keyword	oral sex in a car
keyword	body in a trunk
keyword	drug addiction
keyword	buried alive
keyword	dutch angle
keyword	gambling casino
keyword	stabbed with a pencil
keyword	political corruption
keyword	organized crime
keyword	los angeles california
keyword	black humor
keyword	costa rica
keyword	wiretap
keyword	1980s
keyword	wealth
keyword	broken hand
keyword	glitzy
keyword	first person narration
keyword	overdose
keyword	heart attack
keyword	italian american
keyword	breaking the rules
keyword	money lender
keyword	power struggle
keyword	drug abuse
keyword	drunk wife
keyword	labor union
keyword	gangster
keyword	criminal
keyword	television host
keyword	suitcase
keyword	firearm
keyword	mob hit
keyword	fbi agent
keyword	investment banker
keyword	car damage
keyword	control freak
keyword	dispute
keyword	blow job
keyword	cult film
keyword	title spoken by narrator
keyword	brutality
keyword	cocaine
keyword	voice over narration
keyword	hammer
keyword	swimming pool
keyword	shot in the temple
keyword	hit with a hammer
keyword	helicopter
keyword	hit with a baseball bat
keyword	golf course
keyword	spaghetti
keyword	kill
keyword	tied to a bed
keyword	explosion
keyword	perfectionist
keyword	female nudity
keyword	broken finger
keyword	punched in the face
keyword	safe
keyword	insult
keyword	held at gunpoint
keyword	gambling debt
keyword	beating
keyword	labor
keyword	hitman
keyword	sex in a car
keyword	cigarette holder
keyword	tied up
keyword	slow motion
keyword	temper
keyword	fellatio
keyword	death
keyword	las vegas nevada
keyword	million dollars
keyword	shot in the chest
keyword	spitting in food
keyword	shot in the back
keyword	diamond theft
keyword	sex scene
keyword	italian mafia
keyword	prostitution
keyword	year 1983
keyword	corrupt politician
keyword	mob violence
keyword	mormon
keyword	saw machine
keyword	telephone call
keyword	hypocrisy
keyword	poker
keyword	cowboy hat
keyword	jewelry
keyword	lifting a female into the air
keyword	oral sex
keyword	prostitute
keyword	goon
keyword	reference to john barrymore
keyword	based on novel
keyword	based on book
keyword	actor shares first name with character
keyword	title spoken by character
cast	Robert De Niro	Sam 'Ace' Rothstein
cast	Sharon Stone	Ginger McKenna
cast	Joe Pesci	Nicky Santoro
cast	James Woods	Lester Diamond
cast	Don Rickles	Billy Sherbert
cast	Alan King	Andy Stone
cast	Kevin Pollak	Phillip Green
cast	L.Q. Jones	Pat Webb
cast	Dick Smothers	Senator
cast	Frank Vincent	Frank Marino
cast	John Bloom	Don Ward
cast	Pasquale Cajano	Remo Gaggi
cast	Melissa Prophet	Jennifer Santoro
cast	Bill Allison	John Nance
cast	Vinny Vella	Artie Piscano
cast	Philip Suriano	Dominick Santoro
cast	Erika von Tagen	Amy Rothstein
cast	Frankie Avalon	Himself
cast	Steve Allen	Himself
cast	Jayne Meadows	Herself
cast	Jerry Vale	Himself
cast	Joseph Rigano	Vincent Borelli
cast	Catherine Scorsese	Piscano's Mother
cast	Oscar Goodman	Himself
cast	Gene Ruffini	Vinny Forlano
cast	Dominick Grieco	Americo Capelli
cast	Richard Amalfitano	Casino Executive
cast	Richard F. Strafella	Casino Executive
cast	Casper Molee	Counter
cast	David Leavitt	Counter
cast	Peter Conti	Arthur Capp
cast	Cathy Scorsese	Piscano's Daughter
cast	Steve Vignari	Beeper
cast	Rick Crachy	Chastised Dealer
cast	Larry E. Nadler	Lucky Larry
cast	Paul Herman	Gambler in Phone Booth
cast	Salvatore Petrillo	Old Man Capo
cast	Joey DePinto	Stabbed Gambler
cast	Heidi Keller	Blonde at Bar
cast	Millicent Sheridan	Senator's Hooker
cast	Nobu Matsuhisa	Ichikawa
cast	Toru Nagai	Ichikawa's Associate
cast	Charlene Hunter	Ticket Agent
cast	Dom Angelo	Craps Dealer
cast	Joe Molinaro	Shift Manager
cast	Ali Pirouzkar	High Roller
cast	Frankie J. Allison	Craps Dealer
cast	Jeff Scott Anderson	Parking Valet
cast	Jennifer M. Abbott	Cashier
cast	Frank Washko Jr.	Parking Valet
cast	Christian A. Azzinaro	Nicky Santoro Jr.
cast	Robert C. Tetzlaff	Custom's Agent
cast	Anthony Russell	Bookie
