year	2009
imdb score	7.3
meta score	64
genre	Adventure
genre	Drama
keyword	snow
keyword	shopping cart
keyword	cart
keyword	pistol
keyword	bare butt
keyword	eating
keyword	piano
keyword	flashback
keyword	shot in the head
keyword	swimming
keyword	shot through a window
keyword	rain
keyword	pregnant woman's water breaks
keyword	dystopia
keyword	del monte canned fruit
keyword	blanket
keyword	nudity
keyword	carrying a boy over one's shoulders
keyword	drawing
keyword	theft
keyword	farm
keyword	pianist
keyword	brushing teeth
keyword	love
keyword	beetle
keyword	flare gun as weapon
keyword	flowers
keyword	bow and arrow
keyword	church
keyword	desolation
keyword	dying
keyword	cannibal
keyword	captive
keyword	literary adaptation
keyword	family relationships
keyword	washing hair
keyword	future
keyword	sleeping
keyword	mirror
keyword	dead body
keyword	hanging
keyword	cellar
keyword	robbery
keyword	pulling an arrow from one's leg
keyword	tears
keyword	despair
keyword	waterfall
keyword	epic
keyword	mother son relationship
keyword	cataclysm
keyword	male nudity
keyword	nude swimming
keyword	climbing through a window
keyword	dying man
keyword	boy
keyword	stealing
keyword	urination
keyword	bath
keyword	shot with an arrow
keyword	underground bunker
keyword	fear
keyword	blood
keyword	abandoned building
keyword	ship
keyword	abandoned car
keyword	childbirth
keyword	photograph
keyword	male rear nudity
keyword	title spoken by narrator
keyword	person on fire
keyword	wilderness
keyword	looking at one's self in a mirror
keyword	cigarette smoking
keyword	shot in the leg
keyword	rifle
keyword	bleakness
keyword	abandoned truck
keyword	father son relationship
keyword	whiskey
keyword	stuffed animal toy
keyword	ocean
keyword	malnutrition
keyword	scavenger
keyword	knife
keyword	husband wife relationship
keyword	forced to strip
keyword	loss of wife
keyword	gang
keyword	fleeing
keyword	nightmare
keyword	gun
keyword	jack daniels
keyword	cross
keyword	survival
keyword	chase
keyword	reading
keyword	canned food
keyword	filling station
keyword	road trip
keyword	expectant father
keyword	down on one's luck
keyword	bridge
keyword	stapler
keyword	bathtub
keyword	apocalypse
keyword	held at gunpoint
keyword	childhood home
keyword	beach
keyword	expectant mother
keyword	threatened with a knife
keyword	post apocalypse
keyword	forest
keyword	protective male
keyword	worrying
keyword	suicide
keyword	death
keyword	old man
keyword	skeleton
keyword	catastrophe
keyword	death of wife
keyword	wedding ring
keyword	abandoned house
keyword	giving birth
keyword	explosion
keyword	map
keyword	blindness
keyword	desperation
keyword	illness
keyword	candle
keyword	stocking cap
keyword	abandoned farmhouse
keyword	thief
keyword	tent
keyword	man with no name
keyword	hand under skirt
keyword	hope
keyword	tunnel
keyword	child with a gun
keyword	coin
keyword	coughing
keyword	memory
keyword	child in peril
keyword	shot in the chest
keyword	torch
keyword	pregnant wife
keyword	horse
keyword	pain
keyword	road movie
keyword	murder
keyword	bullet
keyword	nonlinear timeline
keyword	dog
keyword	skull
keyword	on the road
keyword	leg wound
keyword	voice over narration
keyword	scissors
keyword	violence
keyword	crying
keyword	undressing
keyword	crossbow
keyword	flare gun
keyword	birth
keyword	surrogate family
keyword	christmas
keyword	homelessness
keyword	farmhouse
keyword	seashore
keyword	campfire
keyword	gun in mouth
keyword	head on a stake
keyword	crayon
keyword	mounted deer head
keyword	underwear
keyword	suicide contemplation
keyword	protective father
keyword	survivalism
keyword	hunger
keyword	dream
keyword	food
keyword	pregnancy
keyword	suffering
keyword	starvation
keyword	cannibalism
keyword	bomb shelter
keyword	pursuit
keyword	abandoned ship
keyword	wound
keyword	sleeping in a car
keyword	bare chested male
keyword	travel
keyword	falling tree
keyword	gas station
keyword	pulitzer prize source
keyword	coca cola
keyword	hammock
keyword	trust
keyword	book
keyword	vomit
keyword	blind man
keyword	journey
keyword	reference to god
keyword	kiss
keyword	corpse
keyword	masked man
keyword	hanged man
keyword	truck
keyword	arrowhead
keyword	abandoned church
keyword	coughing blood
keyword	fire
keyword	locked in a basement
keyword	telescope
keyword	binoculars
keyword	rainbow
keyword	cigarette lighter
keyword	death of mother
keyword	death of father
keyword	based on novel
keyword	title spoken by character
cast	Viggo Mortensen	Man
cast	Kodi Smit-McPhee	Boy
cast	Robert Duvall	Old Man
cast	Guy Pearce	Veteran
cast	Molly Parker	Motherly Woman
cast	Michael K. Williams	Thief
cast	Garret Dillahunt	Gang Member
cast	Charlize Theron	Woman
cast	Bob Jennings	Bearded Man
cast	Agnes Herrmann	Archer's Woman
cast	Buddy Sosthand	Archer
cast	Kirk Brown	Bearded Face
cast	Jack Erdie	Bearded Man #2
cast	David August Lindauer	Man On Mattress
cast	Gina Preciado	Well Fed Woman
cast	Mary Rawson	Well Fed Woman #2
cast	Jeremy Ambler	Man In Cellar #1
cast	Aaron Bernard	Militant
cast	Kacey Byrne-Houser	Woman In Cellar
cast	Jarrod DiGiorgi	Well Fed Man
cast	Paul Hodge	Militant
cast	Chaz Moneypenny	Man In Cellar #2
cast	Nick Pasqual	Militant
cast	Paul J. Rosenburg	Cannibal
cast	Brenna Roth	Road Gang Member
cast	Mark Tierno	Baby Eater
