year	2001
imdb score	6.7
meta score	65
genre	Biography
genre	Drama
genre	Sport
keyword	boxer
keyword	friendship
keyword	victory
keyword	court
keyword	nation of islam
keyword	politics
keyword	islam
keyword	racist
keyword	comeback
keyword	muslim
keyword	black muslim
keyword	religion
keyword	vietnam war
keyword	induction center
keyword	slave
keyword	military draft
keyword	marriage
keyword	african american
keyword	champion
keyword	nightclub
keyword	arab
keyword	interview
keyword	boxing ring
keyword	sparring practice
keyword	womanizer
keyword	spanish
keyword	snow
keyword	military conscription
keyword	police
keyword	assassination
keyword	1970s
keyword	reference to gamal abdul nasser
keyword	n word
keyword	friend
keyword	racial slur
keyword	extramarital affair
keyword	cockpit
keyword	american flag
keyword	sports announcer
keyword	fight
keyword	mother son relationship
keyword	punched in the face
keyword	drunkenness
keyword	underwear
keyword	airplane
keyword	boxing
keyword	draft dodger
keyword	running
keyword	arrogance
keyword	prayer
keyword	drink
keyword	racist insult
keyword	box office flop
keyword	civil rights
keyword	watching tv
keyword	zaire
keyword	father daughter relationship
keyword	military draftee
keyword	sportsmanship
keyword	kinshasa
keyword	patriot
keyword	magic trick
keyword	camera
keyword	one word title
keyword	passport
keyword	u.s. army
keyword	rumble in the jungle
keyword	racial issues
keyword	race relations
keyword	bail
keyword	egotist
keyword	bus
keyword	creole
keyword	swahili
keyword	conscientious objector
keyword	nigeria
keyword	painter
keyword	defeat
keyword	shot in the chest
keyword	reference to jesus christ
keyword	adultery
keyword	unfaithfulness
keyword	year 1964
keyword	university of ibadan
keyword	crowd
keyword	baby
keyword	hit in the face
keyword	poverty
keyword	jew
keyword	patriotism
keyword	reference to h. rap brown
keyword	fbi
keyword	chinese
keyword	subway
keyword	infidelity
keyword	boxing license
keyword	vietcong
keyword	police car
keyword	1960s
keyword	year 1974
keyword	elephant
keyword	boxing champion
keyword	bow tie
keyword	championship belt
keyword	jumping rope
keyword	sportsman
keyword	black athlete
keyword	black white relations
keyword	african american protagonist
keyword	pay phone
keyword	children
keyword	singer
keyword	policeman
keyword	mother daughter relationship
keyword	lawyer
keyword	american broadcasting company
keyword	heavyweight champion
keyword	narcissism
keyword	boxing movie
keyword	boxing match
keyword	racism
keyword	draft evasion
keyword	husband wife relationship
keyword	rhyming
keyword	u.s. government
keyword	assassination of malcolm x
keyword	shooting
keyword	japanese
keyword	africa
keyword	charisma
keyword	boxing gym
keyword	racial discrimination
keyword	boxing gloves
keyword	gym
keyword	photographer
keyword	poet
keyword	bodyguard
keyword	murder
keyword	makeup
keyword	rain
keyword	death
keyword	louisville kentucky
keyword	glove box
keyword	singing
keyword	jewish
keyword	train
keyword	termite
keyword	exoneration
keyword	kissing while having sex
keyword	martin luther king assassination
keyword	brother brother relationship
keyword	song
keyword	father son relationship
keyword	poetry
keyword	tv show
keyword	sex
keyword	painting
keyword	family relationships
keyword	draft resister
keyword	makeup room
keyword	african americans
keyword	boy
keyword	boxing training
keyword	arrest
keyword	braggadocio
keyword	drinking
keyword	black american
keyword	fistfight
keyword	u.s. supreme court
keyword	boxing arena
keyword	divorce
keyword	jogging
keyword	reference to emmett till
keyword	telephone call
keyword	violence
keyword	sweat
keyword	title spoken by character
keyword	character name in title
cast	Will Smith	Cassius Clay / Cassius X / Muhammad Ali
cast	Jamie Foxx	Drew 'Bundini' Brown
cast	Jon Voight	Howard Cosell
cast	Mario Van Peebles	Malcolm X
cast	Ron Silver	Angelo Dundee
cast	Jeffrey Wright	Howard Bingham
cast	Mykelti Williamson	Don King
cast	Jada Pinkett Smith	Sonji Roi
cast	Nona Gaye	Belinda Ali
cast	Michael Michele	Veronica Porche
cast	Joe Morton	Chauncey Eskridge
cast	Paul Rodriguez	Dr. Ferdie Pacheco
cast	Bruce McGill	Bradley
cast	Barry Shabaka Henley	Jabir Herbert Muhammad
cast	Giancarlo Esposito	Cassius Marcellus Clay, Sr.
cast	Laurence Mason	Luis Sarria
cast	LeVar Burton	Martin Luther King, Jr.
cast	Albert Hall	Elijah Muhammad
cast	David Cubitt	Robert Lipsyte
cast	Ted Levine	Joe Smiley
cast	Candy Ann Brown	Odessa
cast	David Elliott	Sam Cooke
cast	Shari Watson	Woman Singer
cast	Malick Bowens	Joseph Mobutu
cast	Michael Bentt	Sonny Liston
cast	James Toney	'Smokin' Joe Frazier
cast	Alfred Cole	Ernie Terrell
cast	Charles Shufford	George Foreman
cast	Rufus Dorsey	Floyd Paterson
cast	Robert Sale	Jerry Quarry
cast	Damien 'Bolo' Wills	Ken Norton
cast	David Haines	Rudy Clay / Rahaman Ali
cast	Victoria Dillard	Betty Shabazz
cast	Brad Greenquist	Marlin Thomas
cast	Morgana Van Peebles	Malcolm X's Daughter
cast	Maya Van Peebles	Malcolm X's Daughter
cast	Maestro Harrell	Young Cassius Clay
cast	William Utay	The Doctor
cast	Kim Robillard	Jimmy Cannon
cast	David Purdham	Madison Square Garden Announcer
cast	Gailard Sartain	Gordon Davidson
cast	Wade Williams	Lieutenant Jerome Claridge
cast	Guy Van Swearingen	Induction FBI Man
