year	1998
imdb score	7.3
meta score	67
genre	Action
genre	Adventure
genre	Crime
genre	Thriller
keyword	ronin
keyword	case
keyword	suitcase
keyword	russian
keyword	samurai
keyword	ex kgb
keyword	irish
keyword	macguffin
keyword	sniper rifle
keyword	church choir
keyword	briefcase
keyword	impostor
keyword	murder of an innocent person
keyword	explosion
keyword	cellular phone trace
keyword	reckless driving
keyword	bar
keyword	betrayal
keyword	van
keyword	skating rink
keyword	car crash
keyword	beard
keyword	escalator
keyword	blonde
keyword	merry go round
keyword	pistol
keyword	m 16
keyword	title appears in writing
keyword	desert eagle
keyword	kiss
keyword	eiffel tower paris
keyword	shot in the stomach
keyword	cia agent
keyword	main character shot
keyword	citroën
keyword	international gang
keyword	subway
keyword	arles
keyword	murder
keyword	gunfighter
keyword	no opening credits
keyword	ak 47
keyword	bridge
keyword	honor
keyword	cafe
keyword	hit with a car door
keyword	shot in the forehead
keyword	surgery
keyword	terrorist
keyword	luxury hotel
keyword	posing as a married couple
keyword	uzi
keyword	double cross
keyword	neo noir
keyword	sniper
keyword	assault rifle
keyword	shot in the shoulder
keyword	blood on camera lens
keyword	punched in the face
keyword	wound
keyword	shot in the head
keyword	gunfight
keyword	blood
keyword	long blonde hair
keyword	bazooka
keyword	rocket launcher
keyword	ice show
keyword	british
keyword	violence
keyword	hero for hire
keyword	terrorism
keyword	screenwriter credited under pseudonym
keyword	france
keyword	nice france
keyword	lie
keyword	irish accent
keyword	coffee
keyword	recruiting
keyword	field trip
keyword	throat slitting
keyword	assassination
keyword	tour guide
keyword	carousel
keyword	mercenary
keyword	earphone
keyword	car accident
keyword	falling from height
keyword	computer expert
keyword	preparation
keyword	church bell
keyword	street shootout
keyword	irish republican army
keyword	convoy
keyword	car chase
keyword	rogue agent
keyword	abandoned warehouse
keyword	cigarette smoking
keyword	sinn fein
keyword	tourist
keyword	miniature
keyword	bullet ricochet
keyword	blood splatter
keyword	posing as a tourist
keyword	german
keyword	roman arena
keyword	traitor
keyword	death
keyword	map
keyword	automatic weapon
keyword	exploding car
keyword	disarming someone
keyword	child in peril
keyword	machine gun
keyword	mechanic
keyword	planning
keyword	arms deal
keyword	chase
keyword	vomit
keyword	deception
keyword	spray paint
keyword	posing as husband and wife
keyword	sleeping bag
keyword	gun battle
keyword	one word title
keyword	irish terrorist
keyword	audi
keyword	female terrorist
keyword	seine river
keyword	shot in the back
keyword	ira
keyword	weapon expert
keyword	american
keyword	attempted murder
keyword	camera
keyword	shot in the chest
keyword	paris france
keyword	cell phone
keyword	mercedes benz
keyword	female gunfighter
keyword	shot to death
keyword	foot chase
keyword	terrorist group
keyword	christmas
keyword	suspense
keyword	pub
keyword	ice skating
keyword	scalpel
keyword	caper
keyword	car
keyword	held at gunpoint
keyword	shootout
keyword	police
keyword	french
keyword	gun
keyword	title spoken by character
keyword	surprise ending
cast	Robert De Niro	Sam
cast	Jean Reno	Vincent
cast	Natascha McElhone	Deirdre
cast	Stellan Skarsgård	Gregor
cast	Sean Bean	Spence
cast	Skipp Sudduth	Larry
cast	Michael Lonsdale	Jean-Pierre
cast	Jan Tríska	Dapper Gent
cast	Jonathan Pryce	Seamus O'Rourke
cast	Ron Perkins	Man with the Newspaper
cast	Féodor Atkine	Mikhi
cast	Katarina Witt	Natacha Kirilova
cast	Bernard Bloch	Sergi
cast	Dominic Gugliametti	Clown Ice Skater
cast	Alan Beckworth	Clown Ice Skater
cast	Daniel Breton	Sergi's Accomplice
cast	Amidou	Man at Exchange
cast	Tolsty	The 'Boss'
cast	Gérard Moulévrier	Tour Guide
cast	Lionel Vitrant	The 'Target'
cast	Vincent Schmitt	Arles Messenger
cast	Léopoldine Serre	Arles Little Girl
cast	Lou Maraval	Arles Little Girl
cast	Frédéric Schmalzbauer	German Tour Guide
cast	Julia Maraval	Girl Hostage
cast	Laurent Spielvogel	Tourist in Nice
cast	Ron Jeremy	Fishmonger
cast	Steve Suissa	Waiter in Nice
cast	Katia Tchenko	Woman Hostage
cast	Dyna Gauzy	Little Screaming Girl
cast	Lilly-Fleur Pointeaux	Little Girl
cast	Amanda Spencer	Little Girl
cast	Dimitri Rafalsky	Russian Interpreter
cast	Vladimir Tchernine	Russian Mechanic
cast	Gérard Touratier	Ice Rink Security Guard
cast	Cyril Prentout	Mikhi's Bodyguard
cast	Henry Moati	Bartender
cast	Christophe Maratier	Armed Police Officer
cast	Pierre Forest	CRS Captain
cast	Nader Boussandel	Weapon seller
cast	Lee Delong	
cast	Veronique Blanc Meyere	Natacha Kirilova's Assistant
cast	Christine Musset	Natacha Kirilova's Assistant
