year	1981
imdb score	7.4
meta score	78
genre	Crime
genre	Drama
genre	Thriller
keyword	lawyer
keyword	florida
keyword	heat
keyword	murder
keyword	prenuptial agreement
keyword	heat wave
keyword	sex
keyword	money
keyword	law
keyword	detective
keyword	bar
keyword	attorney
keyword	police detective
keyword	beach
keyword	lecher
keyword	wind chime
keyword	black dress
keyword	female removes her dress
keyword	chevrolet corvette
keyword	leather suitcase
keyword	female corrupts male
keyword	panties
keyword	fire
keyword	gazebo
keyword	drawbridge
keyword	miami florida
keyword	ashtray
keyword	extramarital affair
keyword	whiskey
keyword	cigarette smoking
keyword	briefcase
keyword	adulteress
keyword	bare breasts
keyword	flashlight
keyword	white dress
keyword	waitress
keyword	straw hat
keyword	fake suicide
keyword	arson
keyword	eyeglasses
keyword	clown
keyword	lechery
keyword	female nudity
keyword	fog
keyword	fedora
keyword	fellatio
keyword	nude
keyword	scantily clad female
keyword	beneficiary
keyword	ocean
keyword	bomb
keyword	female frontal nudity
keyword	slit skirt
keyword	spiderweb
keyword	air conditioner
keyword	veil
keyword	bandstand
keyword	seduction
keyword	cigar smoking
keyword	bra less
keyword	jogging
keyword	leg spreading
keyword	femme fatale
keyword	venetian blind
keyword	urinal
keyword	sexual intercourse
keyword	coca cola
keyword	last will and testament
keyword	explosion
keyword	con artist
keyword	orgasm
keyword	pencil
keyword	face slap
keyword	plan gone wrong
keyword	suit
keyword	earring
keyword	boardwalk
keyword	fight
keyword	frivolity
keyword	ice tea
keyword	tie
keyword	sex in bed
keyword	station wagon
keyword	handkerchief
keyword	neo noir
keyword	telephone
keyword	breasts
keyword	whitewall tire
keyword	fondling
keyword	cheating wife
keyword	utilization
keyword	ring
keyword	playboy magazine
keyword	rough sex
keyword	wealth
keyword	faked death
keyword	aunt niece relationship
keyword	cuckold
keyword	male nudity
keyword	crimes of passion
keyword	adulterer
keyword	graffiti
keyword	adultery
keyword	sunglasses
keyword	beer
keyword	double cross
keyword	nudity
keyword	wristwatch
keyword	dancing
keyword	boxer shorts
keyword	bra
keyword	chest hair
keyword	negligée
keyword	cynicism
keyword	unfaithful wife
keyword	no panties
keyword	rat
keyword	welding
keyword	lip synching
keyword	headlights
keyword	pearl necklace
keyword	ceiling fan
keyword	male underwear
keyword	prison
keyword	copulation
keyword	cleavage
keyword	rearview mirror
keyword	black man
keyword	lizard
keyword	nude girl
keyword	hot weather
keyword	fatal attraction
keyword	boathouse
keyword	strategy
keyword	girl in panties
keyword	robe
keyword	pier
keyword	upskirt
keyword	panties pulled down
keyword	lighter
keyword	panties hit the floor
keyword	penis grab
keyword	sweat
keyword	police car
keyword	police officer
keyword	adulterous wife
keyword	nipples
keyword	masochism
keyword	murder for hire
keyword	hit on the head
keyword	slap
keyword	white panties
keyword	gay slur
keyword	sex talk
keyword	rubber duck
keyword	topless female nudity
keyword	lust
keyword	identity swap
keyword	wine
keyword	bathtub
keyword	convertible
keyword	sexuality
keyword	buttocks
keyword	female removes her clothes
keyword	broken glass
keyword	secretary
keyword	mustache
keyword	man and woman in bed
keyword	long hair
keyword	legal conference
keyword	coitus
keyword	breaking glass
keyword	revolver
keyword	kissing
keyword	surprise ending
keyword	
cast	William Hurt	Ned Racine
cast	Kathleen Turner	Matty Walker
cast	Richard Crenna	Edmund Walker
cast	Ted Danson	Peter Lowenstein
cast	J.A. Preston	Oscar Grace
cast	Mickey Rourke	Teddy Lewis
cast	Kim Zimmer	Mary Ann
cast	Jane Hallaren	Stella
cast	Lanna Saunders	Roz Kraft
cast	Carola McGuinness	Heather Kraft
cast	Michael Ryan	Miles Hardin
cast	Larry Marko	Judge Costanza
cast	Deborah Lucchesi	Beverly
cast	Lynn Hallowell	Angela
cast	Thom Sharp	Michael Glenn
cast	Ruth Thom	Mrs. Singer
cast	Diane Lewis	Glenda
cast	Robert Traynor	Prison Trustee
cast	Meg Kasdan	Nurse
cast	Ruth P. Strahan	Betty The Housekeeper
cast	Filomena Triscari	Hostess at Tulio's
cast	Bruce A. Lee	Man on Beach
cast	Ramiro Velasco	Cuban Trio
cast	Tomas Choy	Cuban Trio
cast	Servio T. Moreno	Cuban Trio
